id,age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,interests,budget,career_demand_score,career_aspiration,coding,cooking,dance,finance,gaming,history,music,painting,reading,research,science,sports,travel,writing
14,24,3,0.6200000000000001,0.3600000000000001,0.6000000000000001,0.76,0.32000000000000006,0.25,0.75,0.5,0.5,0.0,0.42857142857142855,1,0.0625,0.42857142857142855,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,22,3,0.0,0.21999999999999997,0.41999999999999993,0.6600000000000001,0.19999999999999996,0.0,0.5,0.5,0.5,0.25,0.8,1,0.25,0.857142857142857,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,13,0,0.40000000000000013,0.3600000000000001,0.3600000000000001,0.15999999999999992,0.56,0.5,0.25,0.5,0.75,1.0,0.45714285714285713,1,0.75,0.9999999999999998,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0
17,15,0,0.44000000000000017,0.6400000000000001,0.8,0.30000000000000004,0.5,0.25,0.0,0.0,0.5,0.0,0.6857142857142857,0,0.375,0.5714285714285714,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0
18,17,1,0.6200000000000001,0.6000000000000001,0.41999999999999993,0.6000000000000001,0.21999999999999997,0.75,0.25,0.75,0.75,0.0,0.45714285714285713,0,0.4375,0.9999999999999998,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
19,21,3,0.54,0.41999999999999993,0.76,0.6200000000000001,0.5800000000000001,0.5,0.75,0.5,0.0,0.5,0.3714285714285714,3,0.1875,0.5714285714285714,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,21,3,0.32000000000000006,0.78,0.5,0.41999999999999993,0.020000000000000018,0.25,0.5,0.25,0.75,0.5,0.5142857142857142,2,0.25,0.14285714285714285,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0
21,20,3,0.2400000000000002,0.52,0.48,0.3600000000000001,0.21999999999999997,0.25,0.75,0.5,0.25,0.75,0.5714285714285714,0,0.3125,0.7142857142857142,7,0,0,0,0,1,0,0,0,0,0,1,0,1,0
22,21,3,0.2400000000000002,0.43999999999999995,0.41999999999999993,0.54,0.30000000000000004,0.5,0.5,0.5,0.5,0.5,0.39999999999999997,0,0.5,0.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,18,3,0.41999999999999993,0.3400000000000001,0.43999999999999995,0.3600000000000001,0.56,0.25,0.0,0.25,0.25,0.25,0.2,1,0.375,0.7142857142857142,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24,15,0,0.6399999999999999,0.10000000000000009,0.78,0.72,0.40000000000000013,0.5,0.5,0.0,0.25,0.75,0.34285714285714286,1,0.4375,0.5714285714285714,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,25,3,0.3400000000000001,0.45999999999999996,0.6200000000000001,0.020000000000000018,0.3800000000000001,0.25,0.25,0.0,0.5,0.25,0.6285714285714286,3,0.5625,0.9999999999999998,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
26,16,1,0.2400000000000002,0.5,0.45999999999999996,0.7,0.6000000000000001,0.0,0.25,0.0,0.5,0.25,0.2285714285714286,2,0.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,16,1,0.8,0.15999999999999992,0.5,0.3800000000000001,0.17999999999999994,0.5,0.5,0.75,0.5,0.25,0.6000000000000001,2,0.75,0.42857142857142855,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,23,3,0.52,0.6799999999999999,0.43999999999999995,0.6000000000000001,0.15999999999999992,0.75,0.5,0.25,0.0,0.5,0.4857142857142857,1,0.5625,0.42857142857142855,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0
29,19,3,0.040000000000000036,0.6000000000000001,0.5,0.32000000000000006,0.8,0.75,0.25,0.5,0.75,0.5,0.45714285714285713,0,0.625,0.7142857142857142,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,23,3,0.6600000000000001,0.3600000000000001,0.52,0.3400000000000001,0.54,0.25,0.5,0.25,0.25,1.0,0.2285714285714286,1,0.0625,0.42857142857142855,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,18,3,0.30000000000000004,0.5800000000000001,0.56,0.5,0.0,0.5,0.25,0.0,0.75,0.5,0.45714285714285713,2,0.375,0.857142857142857,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32,22,3,0.74,0.6200000000000001,0.21999999999999997,0.8800000000000001,0.3800000000000001,0.5,0.25,0.5,0.25,0.5,0.5142857142857142,1,0.4375,0.5714285714285714,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1
33,13,0,0.7600000000000002,1.0,0.3600000000000001,0.74,0.7,0.25,0.25,0.25,1.0,0.0,0.3142857142857143,3,0.625,0.42857142857142855,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,19,3,0.8,0.5800000000000001,0.30000000000000004,0.9000000000000001,0.56,0.0,0.5,0.75,0.25,0.25,0.14285714285714285,3,0.8125,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,27,3,0.14000000000000012,0.6000000000000001,0.6200000000000001,0.3800000000000001,0.14000000000000012,0.0,0.75,0.0,0.5,1.0,0.657142857142857,3,0.4375,0.14285714285714285,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1
36,20,3,0.08000000000000007,0.41999999999999993,0.6400000000000001,0.26,0.6200000000000001,0.75,0.5,0.0,0.5,0.5,0.17142857142857143,0,0.25,0.28571428571428564,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37,16,1,0.2400000000000002,0.06000000000000005,0.72,0.56,0.6400000000000001,0.25,0.25,0.25,0.25,0.25,0.6857142857142857,3,0.4375,0.42857142857142855,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,28,2,0.3400000000000001,0.52,0.40000000000000013,0.17999999999999994,0.9199999999999999,0.5,0.25,0.25,0.25,0.0,0.2571428571428571,3,0.375,0.28571428571428564,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,20,3,0.52,0.21999999999999997,0.28,0.54,0.45999999999999996,0.5,0.25,0.5,0.25,0.5,0.34285714285714286,3,0.5,0.857142857142857,10,0,0,0,1,0,0,0,0,0,1,1,0,0,0
40,15,0,0.32000000000000006,0.41999999999999993,0.6200000000000001,0.3800000000000001,0.5800000000000001,0.75,0.25,0.25,0.5,0.5,0.45714285714285713,2,0.3125,0.5714285714285714,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0
41,16,1,0.8800000000000001,0.6000000000000001,0.74,0.28,0.30000000000000004,0.0,0.5,0.5,0.75,0.25,0.7714285714285714,3,0.3125,0.14285714285714285,9,0,0,0,0,0,0,0,1,0,1,0,0,1,0
42,17,1,0.5800000000000001,0.41999999999999993,0.32000000000000006,0.3800000000000001,0.3800000000000001,0.25,0.5,0.25,0.0,0.25,0.45714285714285713,1,0.4375,0.42857142857142855,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
43,17,1,0.54,0.45999999999999996,0.3400000000000001,0.40000000000000013,0.6200000000000001,0.75,0.25,0.5,0.25,0.5,0.7142857142857142,2,0.4375,0.42857142857142855,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,18,3,0.41999999999999993,0.28,0.8200000000000001,0.48,0.24,0.25,0.5,0.75,0.5,0.25,0.5428571428571429,1,0.3125,0.28571428571428564,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45,19,3,0.8200000000000001,0.54,0.26,0.26,0.15999999999999992,0.25,0.25,1.0,0.25,0.0,0.0,2,0.4375,0.857142857142857,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,21,3,1.0,0.30000000000000004,0.24,0.020000000000000018,0.0,0.5,0.0,0.5,0.5,0.5,0.6285714285714286,0,0.6875,0.5714285714285714,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,25,3,0.8600000000000003,0.6400000000000001,0.32000000000000006,0.10000000000000009,0.54,1.0,0.5,0.5,1.0,0.75,0.5142857142857142,3,0.1875,0.5714285714285714,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,22,3,0.44000000000000017,0.3600000000000001,0.6799999999999999,0.45999999999999996,0.48,0.25,0.5,0.25,0.25,0.75,0.2857142857142857,1,0.1875,0.5714285714285714,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49,16,1,1.0,0.28,0.19999999999999996,0.5800000000000001,0.8200000000000001,0.25,0.25,0.0,0.5,0.5,0.3714285714285714,2,0.1875,0.42857142857142855,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,21,3,0.45999999999999996,0.3400000000000001,0.5,0.28,0.08000000000000007,0.25,0.75,1.0,0.5,0.25,0.2285714285714286,3,0.5,0.857142857142857,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,25,3,0.6200000000000001,0.0,0.41999999999999993,0.5,0.10000000000000009,0.25,0.25,0.5,0.25,0.75,0.5428571428571429,2,0.3125,0.5714285714285714,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,17,1,0.32000000000000006,0.6400000000000001,0.45999999999999996,0.40000000000000013,0.52,0.25,0.5,0.0,0.5,0.0,0.3142857142857143,1,0.625,0.28571428571428564,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
53,23,3,0.26,0.3800000000000001,0.56,0.5,0.41999999999999993,0.25,0.75,0.25,0.5,0.5,0.42857142857142855,1,0.3125,0.42857142857142855,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0
54,23,3,0.3400000000000001,0.74,0.43999999999999995,0.41999999999999993,0.1200000000000001,0.25,0.25,0.5,0.5,0.25,0.2571428571428571,1,0.3125,0.5714285714285714,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,25,3,0.6000000000000001,0.76,0.40000000000000013,0.26,0.3800000000000001,0.75,0.5,0.25,0.75,0.25,0.2857142857142857,2,0.5625,0.28571428571428564,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,17,1,0.3400000000000001,0.6799999999999999,0.5800000000000001,0.3400000000000001,0.3800000000000001,0.5,0.0,0.5,0.5,0.25,0.3714285714285714,1,0.1875,0.857142857142857,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,22,3,0.20000000000000018,0.48,0.48,0.26,0.32000000000000006,0.5,0.25,0.5,0.5,0.0,0.2285714285714286,2,0.375,0.42857142857142855,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,16,1,0.30000000000000004,0.6600000000000001,0.7,0.3800000000000001,0.54,0.25,0.75,0.5,0.5,0.5,0.45714285714285713,0,0.3125,0.7142857142857142,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0
59,14,0,0.4800000000000002,0.5,0.43999999999999995,0.5,0.17999999999999994,0.25,0.5,0.5,0.5,0.0,0.5142857142857142,0,0.625,0.857142857142857,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
60,16,1,0.72,0.3800000000000001,0.56,0.15999999999999992,0.43999999999999995,0.5,0.5,0.75,1.0,0.5,0.2857142857142857,2,0.3125,0.7142857142857142,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0
61,16,1,0.45999999999999996,0.56,0.7,0.40000000000000013,0.6200000000000001,0.5,0.5,0.25,0.25,0.25,0.3142857142857143,2,0.625,0.5714285714285714,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62,18,3,0.21999999999999997,0.52,0.6799999999999999,0.32000000000000006,0.45999999999999996,0.5,0.25,0.25,0.5,0.0,0.6000000000000001,0,0.4375,0.14285714285714285,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63,21,3,0.6399999999999999,0.32000000000000006,0.3600000000000001,0.0,0.5800000000000001,0.0,0.25,0.0,0.5,0.0,0.45714285714285713,3,0.625,0.9999999999999998,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1
64,27,3,0.5,0.56,0.43999999999999995,0.6400000000000001,0.17999999999999994,0.5,0.0,0.25,0.5,0.5,0.2,2,0.1875,0.14285714285714285,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
65,17,1,0.7600000000000002,0.08000000000000007,0.6400000000000001,0.0,0.3800000000000001,0.5,0.5,0.75,0.25,0.75,0.6285714285714286,2,0.4375,0.5714285714285714,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0
66,19,3,0.3600000000000001,0.8200000000000001,0.6000000000000001,0.8800000000000001,0.6799999999999999,0.5,0.0,0.5,0.5,0.5,0.3714285714285714,3,0.3125,0.28571428571428564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67,18,3,0.26,0.6000000000000001,0.6400000000000001,0.28,0.24,0.25,0.5,0.5,0.5,0.25,0.4857142857142857,2,0.1875,0.7142857142857142,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,17,1,1.0,0.8200000000000001,0.24,0.5,0.32000000000000006,0.75,0.0,0.0,0.0,0.25,0.6285714285714286,3,0.4375,0.5714285714285714,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,15,0,0.20000000000000018,0.5,0.52,0.40000000000000013,0.30000000000000004,0.5,0.5,0.0,0.25,0.5,0.39999999999999997,1,0.5,0.857142857142857,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
70,13,0,0.14000000000000012,0.3400000000000001,0.6200000000000001,0.43999999999999995,0.3600000000000001,0.5,0.75,0.75,0.5,0.0,0.5428571428571429,1,0.8125,0.9999999999999998,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0
71,26,3,0.6800000000000002,0.56,0.48,0.3400000000000001,0.41999999999999993,0.0,0.25,0.5,0.25,0.25,0.42857142857142855,2,0.625,0.7142857142857142,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
72,17,1,0.26,0.8400000000000001,0.52,0.26,0.54,0.75,0.5,0.0,0.5,0.75,0.17142857142857143,0,0.4375,0.7142857142857142,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,14,0,0.21999999999999997,0.0,0.76,0.3400000000000001,0.5,0.25,0.25,0.25,0.5,0.5,0.45714285714285713,1,0.3125,0.9999999999999998,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74,18,3,0.8800000000000001,0.48,0.43999999999999995,0.8400000000000001,0.10000000000000009,0.25,0.25,0.25,0.25,0.25,0.42857142857142855,2,0.3125,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75,16,1,0.7800000000000002,0.14000000000000012,0.0,0.56,0.3400000000000001,0.25,0.75,1.0,0.25,0.5,0.2571428571428571,0,0.8125,0.9999999999999998,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,23,2,0.41999999999999993,0.7,0.6200000000000001,0.40000000000000013,0.40000000000000013,0.5,0.25,0.25,0.5,0.0,0.4857142857142857,3,0.5625,0.28571428571428564,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,16,1,0.7000000000000002,0.5800000000000001,0.6600000000000001,0.0,0.6000000000000001,0.5,0.5,0.5,0.0,0.5,0.7428571428571429,0,0.3125,0.14285714285714285,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0
78,23,3,0.5800000000000001,0.72,0.7,0.15999999999999992,0.7,0.75,0.25,0.25,0.0,0.75,0.5142857142857142,0,0.5,0.0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0
79,18,3,0.6800000000000002,0.43999999999999995,0.78,0.40000000000000013,0.24,0.0,0.0,0.25,0.5,0.75,0.42857142857142855,2,0.75,0.7142857142857142,11,0,0,0,0,1,0,1,0,0,1,0,0,0,0
80,13,0,0.08000000000000007,0.28,0.5,0.3800000000000001,0.21999999999999997,0.25,0.25,0.25,0.5,0.75,0.3142857142857143,1,0.1875,0.42857142857142855,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1
81,18,3,0.3400000000000001,0.56,0.54,0.6200000000000001,0.3400000000000001,0.5,0.25,0.25,0.25,0.25,0.3714285714285714,0,0.375,0.5714285714285714,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
82,19,3,0.8800000000000001,0.5800000000000001,0.78,0.0,0.6799999999999999,0.25,0.75,0.5,0.0,0.0,0.3714285714285714,1,0.5,0.9999999999999998,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0
83,20,3,0.18000000000000016,1.0,0.74,0.43999999999999995,0.56,0.75,0.5,0.25,0.5,0.0,0.34285714285714286,2,0.1875,0.14285714285714285,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0
84,17,1,0.3400000000000001,0.52,0.30000000000000004,0.17999999999999994,0.5,0.5,0.5,0.25,0.25,0.75,0.3714285714285714,0,0.5625,0.28571428571428564,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
85,21,3,0.5800000000000001,0.6799999999999999,0.6000000000000001,0.54,0.6400000000000001,0.5,0.25,0.25,0.25,0.25,0.4857142857142857,1,0.6875,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,16,1,0.56,0.3400000000000001,0.72,0.24,0.19999999999999996,0.5,0.25,0.5,0.0,0.5,0.057142857142857134,2,0.3125,0.857142857142857,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
87,20,3,0.72,0.43999999999999995,0.24,0.56,0.52,0.5,0.0,0.5,0.5,0.5,0.45714285714285713,2,0.5,0.14285714285714285,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
88,17,1,0.41999999999999993,0.3600000000000001,0.6400000000000001,0.6600000000000001,0.21999999999999997,0.5,0.5,0.5,0.25,0.5,0.42857142857142855,2,0.625,0.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,24,3,0.56,0.32000000000000006,0.21999999999999997,0.45999999999999996,0.48,0.25,0.5,0.25,0.75,0.5,0.2571428571428571,3,0.25,0.7142857142857142,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,23,3,1.0,0.5,0.8400000000000001,0.28,0.6799999999999999,0.5,0.0,0.5,0.25,0.75,0.6285714285714286,3,0.5625,0.857142857142857,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,23,2,0.5800000000000001,0.5,0.56,0.9199999999999999,0.8600000000000001,0.75,0.5,0.0,0.75,0.0,0.39999999999999997,2,0.375,0.9999999999999998,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,28,2,0.44000000000000017,0.78,0.8400000000000001,0.48,0.0,0.5,0.75,0.25,0.25,0.25,0.5714285714285714,3,0.3125,0.28571428571428564,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,20,3,0.32000000000000006,0.6000000000000001,0.06000000000000005,0.5,0.72,0.0,0.0,0.25,0.0,0.25,0.4857142857142857,2,0.5,0.5714285714285714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,23,2,1.0,0.5800000000000001,0.40000000000000013,0.45999999999999996,0.48,0.0,0.5,0.25,1.0,0.5,0.5428571428571429,3,0.625,0.28571428571428564,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,21,3,0.30000000000000004,0.3400000000000001,0.72,0.1200000000000001,0.3600000000000001,0.5,0.25,0.25,0.5,0.0,0.2571428571428571,3,0.625,0.7142857142857142,11,0,0,0,0,0,0,1,0,0,0,0,1,0,1
96,23,3,0.28000000000000025,0.7,0.3400000000000001,0.0,0.6799999999999999,0.5,0.75,0.25,0.5,0.5,0.5714285714285714,1,0.5,0.28571428571428564,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0
97,13,0,0.8600000000000003,0.45999999999999996,0.56,0.6200000000000001,0.45999999999999996,0.0,0.25,0.0,0.25,0.25,0.5428571428571429,1,0.625,0.857142857142857,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
98,15,0,0.7000000000000002,0.45999999999999996,0.76,0.28,0.3800000000000001,0.25,0.25,0.5,0.25,0.25,0.11428571428571427,0,0.25,0.5714285714285714,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,30,2,0.56,0.3400000000000001,0.74,0.24,0.26,0.25,0.25,0.25,0.0,0.25,0.45714285714285713,2,0.5,0.857142857142857,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
100,22,3,0.11999999999999988,0.7,0.5,0.3600000000000001,0.0,0.5,0.25,0.25,0.75,0.25,0.5428571428571429,1,0.75,0.14285714285714285,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101,15,0,0.6600000000000001,0.48,0.6200000000000001,0.0,0.21999999999999997,0.5,0.25,0.5,0.75,0.5,0.39999999999999997,1,0.5,0.0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0
102,15,0,0.54,0.19999999999999996,0.45999999999999996,0.74,0.3800000000000001,0.25,0.5,0.5,0.75,0.25,0.5142857142857142,1,0.4375,0.28571428571428564,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,21,3,0.74,0.54,0.98,0.43999999999999995,0.0,0.5,0.5,0.5,0.75,0.25,0.6857142857142857,0,0.0,0.7142857142857142,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1
104,21,3,0.5800000000000001,0.9000000000000001,0.3800000000000001,0.45999999999999996,0.8200000000000001,0.25,0.75,0.25,0.25,0.5,0.45714285714285713,2,0.75,0.42857142857142855,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0
105,14,0,0.72,0.32000000000000006,0.5800000000000001,0.52,0.6000000000000001,0.5,0.25,0.5,0.0,0.5,0.34285714285714286,0,0.4375,0.42857142857142855,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0
106,13,0,0.7800000000000002,0.74,0.6200000000000001,0.26,0.24,0.0,0.0,0.25,0.5,1.0,0.14285714285714285,3,0.3125,0.5714285714285714,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
107,16,1,0.0,0.7,0.5,0.21999999999999997,0.48,0.75,0.0,0.25,0.25,0.25,0.4857142857142857,3,0.5625,0.28571428571428564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,20,3,0.6600000000000001,0.48,0.6400000000000001,0.30000000000000004,0.17999999999999994,0.0,0.5,0.25,0.0,0.0,0.5428571428571429,2,0.3125,0.5714285714285714,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
109,21,3,0.3800000000000001,0.41999999999999993,0.6799999999999999,0.08000000000000007,0.8,0.5,0.25,0.0,0.5,0.5,0.7714285714285714,2,0.5625,0.5714285714285714,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0
110,17,1,0.9000000000000001,0.54,0.3800000000000001,0.0,0.3800000000000001,0.25,0.5,0.25,0.5,0.0,0.5142857142857142,3,0.3125,0.857142857142857,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0
111,24,2,0.30000000000000004,0.54,0.3800000000000001,0.19999999999999996,0.15999999999999992,0.5,0.25,0.25,0.25,0.25,0.42857142857142855,1,0.5,0.42857142857142855,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,20,3,0.32000000000000006,0.52,0.8,0.21999999999999997,0.19999999999999996,0.25,0.5,0.0,0.5,0.5,0.2571428571428571,3,0.375,0.7142857142857142,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0
113,18,3,0.5,0.45999999999999996,0.45999999999999996,0.54,0.15999999999999992,0.25,0.25,0.5,0.0,0.25,0.4857142857142857,0,0.125,0.14285714285714285,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
114,22,3,0.0,0.52,0.3600000000000001,0.26,0.41999999999999993,0.5,0.0,0.0,0.5,1.0,0.6857142857142857,0,0.5,0.5714285714285714,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,13,0,0.41999999999999993,0.020000000000000018,0.52,0.56,0.0,0.75,0.25,0.75,0.5,0.5,0.2285714285714286,3,0.1875,0.28571428571428564,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1
116,14,0,0.40000000000000013,0.56,0.74,0.10000000000000009,0.54,0.25,1.0,0.5,0.5,0.25,0.45714285714285713,2,0.5,0.7142857142857142,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0
117,15,0,0.0,0.6600000000000001,0.41999999999999993,0.21999999999999997,0.40000000000000013,0.5,1.0,0.5,0.5,0.25,0.2,0,0.5,0.5714285714285714,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,22,3,0.7800000000000002,0.5800000000000001,0.41999999999999993,0.15999999999999992,0.30000000000000004,0.5,0.0,0.25,0.75,0.5,0.5428571428571429,0,0.3125,0.14285714285714285,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
